id	category_id	course_name	skills	target_role	difficulty_level	short_description	prerequisites	learner_count	price	rating
166	5	ELK (Elasticsearch/Logstash/Kibana) 云原生海量日志	DevOps,Linux,高并发	日志架构师	2	本课程围绕 ELK (Elasticsearch/Logstash/Kibana) 云原生海量日志 展开，系统性讲解 DevOps、Linux、高并发 等核心技术栈，助力学员胜任 日志架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	16621	249.00	4.88
167	5	Loki + Promtail 轻量级云原生日志监控全家桶	DevOps,K8s,Linux	轻量日志工程师	2	本课程围绕 Loki + Promtail 轻量级云原生日志监控全家桶 展开，系统性讲解 DevOps、K8s、Linux 等核心技术栈，助力学员胜任 轻量日志工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	32697	399.00	4.79
168	5	Docker Compose 复杂多容器单机编排与实战	Docker,DockerCompose,Linux	容器编排工程师	1	本课程围绕 Docker Compose 复杂多容器单机编排与实战 展开，系统性讲解 Docker、DockerCompose、Linux 等核心技术栈，助力学员胜任 容器编排工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	28564	199.00	4.85
169	5	Nginx 高性能负载均衡与 OpenResty Lua 动态扩展	网络编程,Linux,高并发,DevOps	网关与代理专家	2	本课程围绕 Nginx 高性能负载均衡与 OpenResty Lua 动态扩展 展开，系统性讲解 网络编程、Linux、高并发、DevOps 等核心技术栈，助力学员胜任 网关与代理专家 岗位要求。	熟练掌握常用开发语言与数据库操作	29185	99.00	4.87
170	5	云原生容器安全加固与镜像漏洞扫描防范	网络安全,Docker,K8s,Linux	云安全工程师	2	本课程围绕 云原生容器安全加固与镜像漏洞扫描防范 展开，系统性讲解 网络安全、Docker、K8s、Linux 等核心技术栈，助力学员胜任 云安全工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	5042	399.00	4.80
171	5	Ansible 批量主机配置管理与自动化部署实践	Python,Linux,DevOps	自动化运维工程师	2	本课程围绕 Ansible 批量主机配置管理与自动化部署实践 展开，系统性讲解 Python、Linux、DevOps 等核心技术栈，助力学员胜任 自动化运维工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	20650	0.00	4.93
172	5	阿里云 / AWS 云上高可用架构设计与容灾实战	DevOps,Linux,微服务	云架构师	3	本课程围绕 阿里云 / AWS 云上高可用架构设计与容灾实战 展开，系统性讲解 DevOps、Linux、微服务 等核心技术栈，助力学员胜任 云架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	22194	199.00	4.88
173	5	Serverless 无服务器计算与函数计算 FaaS 实战	Python,Node.js,DevOps	Serverless架构师	2	本课程围绕 Serverless 无服务器计算与函数计算 FaaS 实战 展开，系统性讲解 Python、Node.js、DevOps 等核心技术栈，助力学员胜任 Serverless架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	30454	299.00	4.85
174	5	基于 Go 语言开发 Kubernetes CRD 与 Operator	Go,K8s,容器编排,系统编程	K8s二次开发专家	3	本课程围绕 基于 Go 语言开发 Kubernetes CRD 与 Operator 展开，系统性讲解 Go、K8s、容器编排、系统编程 等核心技术栈，助力学员胜任 K8s二次开发专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	35612	249.00	4.76
175	5	Jaeger 分布式追踪系统在微服务中的实战集成	微服务,DevOps,Go,Java	链路追踪专家	2	本课程围绕 Jaeger 分布式追踪系统在微服务中的实战集成 展开，系统性讲解 微服务、DevOps、Go、Java 等核心技术栈，助力学员胜任 链路追踪专家 岗位要求。	熟练掌握常用开发语言与数据库操作	31492	99.00	4.71
176	5	Helm 3 编写企业级 Kubernetes 应用交付模板	K8s,DevOps,容器编排	云原生包管理	2	本课程围绕 Helm 3 编写企业级 Kubernetes 应用交付模板 展开，系统性讲解 K8s、DevOps、容器编排 等核心技术栈，助力学员胜任 云原生包管理 岗位要求。	熟练掌握常用开发语言与数据库操作	32577	499.00	4.71
177	5	Chaos Mesh 混沌工程实战：云原生高可用故障注入	K8s,DevOps,高并发	混沌工程专家	3	本课程围绕 Chaos Mesh 混沌工程实战：云原生高可用故障注入 展开，系统性讲解 K8s、DevOps、高并发 等核心技术栈，助力学员胜任 混沌工程专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	1775	399.00	4.80
178	5	计算机网络底层：TCP/IP 协议栈抓包分析深度实战	网络编程,Linux,系统编程	网络协议专家	2	本课程围绕 计算机网络底层：TCP/IP 协议栈抓包分析深度实战 展开，系统性讲解 网络编程、Linux、系统编程 等核心技术栈，助力学员胜任 网络协议专家 岗位要求。	熟练掌握常用开发语言与数据库操作	3792	199.00	4.77
179	5	Harbor 企业级私有 Docker 镜像仓库搭建与权限管控	Docker,Linux,DevOps	镜像仓库工程师	1	本课程围绕 Harbor 企业级私有 Docker 镜像仓库搭建与权限管控 展开，系统性讲解 Docker、Linux、DevOps 等核心技术栈，助力学员胜任 镜像仓库工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	14935	159.00	4.85
180	5	告警系统 Alertmanager 与钉钉/企业微信自动化通知	DevOps,Linux	SRE工程师	1	本课程围绕 告警系统 Alertmanager 与钉钉/企业微信自动化通知 展开，系统性讲解 DevOps、Linux 等核心技术栈，助力学员胜任 SRE工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	36709	199.00	4.76
181	5	KubeEdge / K3s 边缘计算集群落地与设备协同	K8s,Go,Docker,系统编程	边缘计算架构师	3	本课程围绕 KubeEdge / K3s 边缘计算集群落地与设备协同 展开，系统性讲解 K8s、Go、Docker、系统编程 等核心技术栈，助力学员胜任 边缘计算架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	28055	0.00	4.87
182	5	eBPF 技术实战：深入 Linux 内核可观测与网络加速	系统编程,Linux,网络编程,内存安全	内核专家	3	本课程围绕 eBPF 技术实战：深入 Linux 内核可观测与网络加速 展开，系统性讲解 系统编程、Linux、网络编程、内存安全 等核心技术栈，助力学员胜任 内核专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	12557	159.00	4.86
183	5	DNS、Keepalived 与 LVS 四层高可用负载均衡架构	网络编程,Linux,高并发	网络架构师	2	本课程围绕 DNS、Keepalived 与 LVS 四层高可用负载均衡架构 展开，系统性讲解 网络编程、Linux、高并发 等核心技术栈，助力学员胜任 网络架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	28028	399.00	4.95
184	5	GitHub Actions 自动化 CI/CD 流水线编写指南	CI/CD,DevOps,前端工程化	DevOps工程师	1	本课程围绕 GitHub Actions 自动化 CI/CD 流水线编写指南 展开，系统性讲解 CI/CD、DevOps、前端工程化 等核心技术栈，助力学员胜任 DevOps工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	9143	249.00	4.88
185	5	Linux 系统性能瓶颈排查 (CPU/内存/磁盘IO/网络)	Linux,系统编程,高并发	Linux工程师	2	本课程围绕 Linux 系统性能瓶颈排查 (CPU/内存/磁盘IO/网络) 展开，系统性讲解 Linux、系统编程、高并发 等核心技术栈，助力学员胜任 Linux工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	17762	199.00	4.78
186	5	Kubernetes RBAC 权限控制与多租户资源配额实践	K8s,DevOps,网络安全	K8s运维工程师	2	本课程围绕 Kubernetes RBAC 权限控制与多租户资源配额实践 展开，系统性讲解 K8s、DevOps、网络安全 等核心技术栈，助力学员胜任 K8s运维工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	29855	99.00	4.73
187	5	Ceph 分布式块存储、文件存储与对象存储集群运维	Linux,DevOps,系统编程	分布式存储工程师	3	本课程围绕 Ceph 分布式块存储、文件存储与对象存储集群运维 展开，系统性讲解 Linux、DevOps、系统编程 等核心技术栈，助力学员胜任 分布式存储工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	28983	99.00	4.72
188	5	基于 Packer 与 Vagrant 快速构建自动化虚拟测试集群	Linux,DevOps	DevOps工程师	1	本课程围绕 基于 Packer 与 Vagrant 快速构建自动化虚拟测试集群 展开，系统性讲解 Linux、DevOps 等核心技术栈，助力学员胜任 DevOps工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	8232	299.00	4.72
189	5	Cgroups 与 Namespace：手写极简 Linux 容器引擎	Go,系统编程,Linux,Docker	容器底层专家	3	本课程围绕 Cgroups 与 Namespace：手写极简 Linux 容器引擎 展开，系统性讲解 Go、系统编程、Linux、Docker 等核心技术栈，助力学员胜任 容器底层专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	1696	249.00	4.91
190	5	基于 Locust / JMeter 的分布式压测平台架构与实战	Python,高并发,微服务	自动化测试专家	2	本课程围绕 基于 Locust / JMeter 的分布式压测平台架构与实战 展开，系统性讲解 Python、高并发、微服务 等核心技术栈，助力学员胜任 自动化测试专家 岗位要求。	熟练掌握常用开发语言与数据库操作	13584	249.00	4.85
191	6	大语言模型 (LLM) 微调实战：LoRA/QLoRA 与指令对齐	大模型,Python,PyTorch,深度学习,Transformer,NLP	大模型算法工程师	3	本课程围绕 大语言模型 (LLM) 微调实战：LoRA/QLoRA 与指令对齐 展开，系统性讲解 大模型、Python、PyTorch、深度学习、Transformer、NLP 等核心技术栈，助力学员胜任 大模型算法工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	21142	0.00	4.88
192	6	LangChain + RAG 企业级检索增强智能体开发实战	大模型,Python,NLP,RESTful API	AI应用架构师	2	本课程围绕 LangChain + RAG 企业级检索增强智能体开发实战 展开，系统性讲解 大模型、Python、NLP、RESTful API 等核心技术栈，助力学员胜任 AI应用架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	19296	299.00	4.87
193	6	PyTorch 深度学习实战：从张量计算到神经网络构建	PyTorch,深度学习,Python,机器学习	深度学习算法工程师	1	本课程围绕 PyTorch 深度学习实战：从张量计算到神经网络构建 展开，系统性讲解 PyTorch、深度学习、Python、机器学习 等核心技术栈，助力学员胜任 深度学习算法工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	31615	299.00	4.86
194	6	Transformer 架构剖析：从零手写 Attention 机制	Transformer,NLP,深度学习,PyTorch,Python	NLP高级算法工程师	3	本课程围绕 Transformer 架构剖析：从零手写 Attention 机制 展开，系统性讲解 Transformer、NLP、深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 NLP高级算法工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	9079	399.00	4.83
195	6	多模态大模型 (CLIP / LLaVA) 图像理解与图文生成实战	大模型,深度学习,PyTorch,Python	多模态算法专家	3	本课程围绕 多模态大模型 (CLIP / LLaVA) 图像理解与图文生成实战 展开，系统性讲解 大模型、深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 多模态算法专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	8850	249.00	4.90
196	6	计算机视觉目标检测：YOLOv8 核心原理与模型训练	深度学习,PyTorch,Python,机器学习	CV算法工程师	2	本课程围绕 计算机视觉目标检测：YOLOv8 核心原理与模型训练 展开，系统性讲解 深度学习、PyTorch、Python、机器学习 等核心技术栈，助力学员胜任 CV算法工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	22438	299.00	4.94
197	6	大模型推理加速：vLLM、TensorRT-LLM 与模型量化	大模型,系统编程,PyTorch,高并发	AI系统架构师	3	本课程围绕 大模型推理加速：vLLM、TensorRT-LLM 与模型量化 展开，系统性讲解 大模型、系统编程、PyTorch、高并发 等核心技术栈，助力学员胜任 AI系统架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	27507	299.00	4.79
198	6	提示词工程 (Prompt Engineering) 与复杂任务链设计	大模型,Python	Prompt工程专家	1	本课程围绕 提示词工程 (Prompt Engineering) 与复杂任务链设计 展开，系统性讲解 大模型、Python 等核心技术栈，助力学员胜任 Prompt工程专家 岗位要求。	具备基本编程语法基础与计算机网络常识	5530	99.00	4.96
199	6	自主智能体 (AutoGPT / MetaGPT) 多智能体协同开发	大模型,Python,RESTful API	AI智能体专家	3	本课程围绕 自主智能体 (AutoGPT / MetaGPT) 多智能体协同开发 展开，系统性讲解 大模型、Python、RESTful API 等核心技术栈，助力学员胜任 AI智能体专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	11594	399.00	4.71
200	6	Graph RAG 与知识图谱融合的下一代问答系统	大模型,NLP,Python,数据可视化	知识图谱工程师	3	本课程围绕 Graph RAG 与知识图谱融合的下一代问答系统 展开，系统性讲解 大模型、NLP、Python、数据可视化 等核心技术栈，助力学员胜任 知识图谱工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	5524	159.00	4.91
201	6	Scikit-Learn 经典机器学习算法：从理论到工程落地	机器学习,Scikit-learn,Python	机器学习工程师	1	本课程围绕 Scikit-Learn 经典机器学习算法：从理论到工程落地 展开，系统性讲解 机器学习、Scikit-learn、Python 等核心技术栈，助力学员胜任 机器学习工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	12151	0.00	4.97
202	6	BERT / RoBERTa 文本分类与命名实体识别 NER 实战	NLP,深度学习,PyTorch,Transformer	NLP工程师	2	本课程围绕 BERT / RoBERTa 文本分类与命名实体识别 NER 实战 展开，系统性讲解 NLP、深度学习、PyTorch、Transformer 等核心技术栈，助力学员胜任 NLP工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	22458	199.00	4.85
203	6	Whisper 自动语音识别与语音合成 TTS 实战	深度学习,PyTorch,Python	语音AI工程师	2	本课程围绕 Whisper 自动语音识别与语音合成 TTS 实战 展开，系统性讲解 深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 语音AI工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	22030	299.00	4.95
204	6	Stable Diffusion 核心原理与文生图 LoRA 模型定制	深度学习,PyTorch,Python,大模型	生成式AI专家	2	本课程围绕 Stable Diffusion 核心原理与文生图 LoRA 模型定制 展开，系统性讲解 深度学习、PyTorch、Python、大模型 等核心技术栈，助力学员胜任 生成式AI专家 岗位要求。	熟练掌握常用开发语言与数据库操作	20369	249.00	4.71
205	6	RLHF 人类反馈强化学习与 PPO 算法核心揭秘	深度学习,大模型,PyTorch,Python	强化学习工程师	3	本课程围绕 RLHF 人类反馈强化学习与 PPO 算法核心揭秘 展开，系统性讲解 深度学习、大模型、PyTorch、Python 等核心技术栈，助力学员胜任 强化学习工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	3054	99.00	4.82
206	6	工业级推荐系统架构：多路召回、精排与特征工程	机器学习,深度学习,Python,高并发	推荐系统算法专家	3	本课程围绕 工业级推荐系统架构：多路召回、精排与特征工程 展开，系统性讲解 机器学习、深度学习、Python、高并发 等核心技术栈，助力学员胜任 推荐系统算法专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	6377	299.00	4.97
207	6	Milvus / FAISS 向量数据库与海量语义相似度检索	大模型,Python,高并发,微服务	向量检索专家	2	本课程围绕 Milvus / FAISS 向量数据库与海量语义相似度检索 展开，系统性讲解 大模型、Python、高并发、微服务 等核心技术栈，助力学员胜任 向量检索专家 岗位要求。	熟练掌握常用开发语言与数据库操作	11350	129.00	4.86
208	6	图像语义分割：U-Net 与 Segment Anything (SAM) 实战	深度学习,PyTorch,Python	CV算法工程师	3	本课程围绕 图像语义分割：U-Net 与 Segment Anything (SAM) 实战 展开，系统性讲解 深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 CV算法工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	36609	299.00	4.70
209	6	XGBoost 与 LightGBM 梯度提升树实战精解	机器学习,Scikit-learn,Python	机器学习工程师	2	本课程围绕 XGBoost 与 LightGBM 梯度提升树实战精解 展开，系统性讲解 机器学习、Scikit-learn、Python 等核心技术栈，助力学员胜任 机器学习工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	22523	299.00	4.81
210	6	MLOps 机器学习全生命周期管理与 MLflow 实践	机器学习,Docker,DevOps,Python	MLOps工程师	2	本课程围绕 MLOps 机器学习全生命周期管理与 MLflow 实践 展开，系统性讲解 机器学习、Docker、DevOps、Python 等核心技术栈，助力学员胜任 MLOps工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	14834	199.00	4.73
211	6	DeepSeek / Llama 3 结构剖析与开源模型私有化部署	大模型,PyTorch,Linux,Python	AI算法工程师	2	本课程围绕 DeepSeek / Llama 3 结构剖析与开源模型私有化部署 展开，系统性讲解 大模型、PyTorch、Linux、Python 等核心技术栈，助力学员胜任 AI算法工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	14420	0.00	4.87
212	6	OpenAI API 与 Function Calling 结构化输出编程	大模型,Python,RESTful API	AI应用开发工程师	1	本课程围绕 OpenAI API 与 Function Calling 结构化输出编程 展开，系统性讲解 大模型、Python、RESTful API 等核心技术栈，助力学员胜任 AI应用开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	24065	299.00	4.73
213	6	TensorFlow 2.x 神经网络实战与生产部署	TensorFlow,深度学习,Python	深度学习工程师	2	本课程围绕 TensorFlow 2.x 神经网络实战与生产部署 展开，系统性讲解 TensorFlow、深度学习、Python 等核心技术栈，助力学员胜任 深度学习工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	8913	399.00	4.85
214	6	PyTorch Geometric (PyG) 图神经网络从入门到精通	PyTorch,深度学习,Python	图神经网络专家	3	本课程围绕 PyTorch Geometric (PyG) 图神经网络从入门到精通 展开，系统性讲解 PyTorch、深度学习、Python 等核心技术栈，助力学员胜任 图神经网络专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	20553	399.00	4.87
215	6	文本相似度度量与 BGE / Sentence-BERT 语义嵌入	NLP,大模型,PyTorch,Python	NLP工程师	2	本课程围绕 文本相似度度量与 BGE / Sentence-BERT 语义嵌入 展开，系统性讲解 NLP、大模型、PyTorch、Python 等核心技术栈，助力学员胜任 NLP工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	28065	299.00	4.76
216	6	ONNX Runtime 与移动端模型轻量化量化实战	深度学习,移动开发,系统编程	端侧AI工程师	3	本课程围绕 ONNX Runtime 与移动端模型轻量化量化实战 展开，系统性讲解 深度学习、移动开发、系统编程 等核心技术栈，助力学员胜任 端侧AI工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	21338	99.00	4.74
217	6	OpenCV 数字图像处理与人脸识别项目实战	Python,机器学习,图像处理	CV算法工程师	1	本课程围绕 OpenCV 数字图像处理与人脸识别项目实战 展开，系统性讲解 Python、机器学习、图像处理 等核心技术栈，助力学员胜任 CV算法工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	8091	399.00	4.92
218	6	大模型越狱攻防、数据投毒与提示词注入安全加固	网络安全,大模型,Python	AI安全专家	3	本课程围绕 大模型越狱攻防、数据投毒与提示词注入安全加固 展开，系统性讲解 网络安全、大模型、Python 等核心技术栈，助力学员胜任 AI安全专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	35285	99.00	4.96
219	6	MoE (Mixture of Experts) 混合专家模型架构前沿	大模型,深度学习,Transformer	AI算法工程师	3	本课程围绕 MoE (Mixture of Experts) 混合专家模型架构前沿 展开，系统性讲解 大模型、深度学习、Transformer 等核心技术栈，助力学员胜任 AI算法工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	9599	129.00	4.91
220	6	特征工程之道：缺失值、类别编码与特征降维 (PCA)	机器学习,Scikit-learn,Python	机器学习工程师	1	本课程围绕 特征工程之道：缺失值、类别编码与特征降维 (PCA) 展开，系统性讲解 机器学习、Scikit-learn、Python 等核心技术栈，助力学员胜任 机器学习工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	4299	499.00	4.94
221	6	Deep Q-Network (DQN) 强化学习玩转 Atari 游戏	深度学习,PyTorch,Python	强化学习工程师	2	本课程围绕 Deep Q-Network (DQN) 强化学习玩转 Atari 游戏 展开，系统性讲解 深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 强化学习工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	23566	0.00	4.80
222	6	大语言模型能力评测指标 (BLEU/ROUGE/Elo) 与框架	大模型,Python,NLP	AI评测专家	2	本课程围绕 大语言模型能力评测指标 (BLEU/ROUGE/Elo) 与框架 展开，系统性讲解 大模型、Python、NLP 等核心技术栈，助力学员胜任 AI评测专家 岗位要求。	熟练掌握常用开发语言与数据库操作	31808	249.00	4.78
223	6	NeRF 神经辐射场与 3D 高斯泼溅 (3DGS) 前沿视觉	深度学习,PyTorch,数据可视化	CV算法工程师	3	本课程围绕 NeRF 神经辐射场与 3D 高斯泼溅 (3DGS) 前沿视觉 展开，系统性讲解 深度学习、PyTorch、数据可视化 等核心技术栈，助力学员胜任 CV算法工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	25529	159.00	4.72
224	6	FastAPI + WebSocket 打造流式输出 ChatGPT 对话中台	Python,RESTful API,大模型,高并发	AI后端开发	2	本课程围绕 FastAPI + WebSocket 打造流式输出 ChatGPT 对话中台 展开，系统性讲解 Python、RESTful API、大模型、高并发 等核心技术栈，助力学员胜任 AI后端开发 岗位要求。	熟练掌握常用开发语言与数据库操作	3607	499.00	4.77
225	6	中文分词、词向量 (Word2Vec) 与情感分析实战	NLP,Python,机器学习	NLP工程师	1	本课程围绕 中文分词、词向量 (Word2Vec) 与情感分析实战 展开，系统性讲解 NLP、Python、机器学习 等核心技术栈，助力学员胜任 NLP工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	36160	299.00	4.72
226	6	LlamaIndex 复杂文档分块与索引结构最佳实践	大模型,Python,NLP	AI工程师	2	本课程围绕 LlamaIndex 复杂文档分块与索引结构最佳实践 展开，系统性讲解 大模型、Python、NLP 等核心技术栈，助力学员胜任 AI工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	23896	249.00	4.95
227	6	异常检测算法：孤立森林、局部异常因子 LOF 实战	机器学习,Scikit-learn,Python	机器学习工程师	2	本课程围绕 异常检测算法：孤立森林、局部异常因子 LOF 实战 展开，系统性讲解 机器学习、Scikit-learn、Python 等核心技术栈，助力学员胜任 机器学习工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	35104	129.00	4.77
228	6	时间序列分析预测：ARIMA、Prophet 与 LSTM 实战	机器学习,深度学习,Python	时序预测专家	2	本课程围绕 时间序列分析预测：ARIMA、Prophet 与 LSTM 实战 展开，系统性讲解 机器学习、深度学习、Python 等核心技术栈，助力学员胜任 时序预测专家 岗位要求。	熟练掌握常用开发语言与数据库操作	17455	299.00	4.94
229	6	模型优化器详解：SGD、Adam 与学习率预热调度	深度学习,PyTorch,Python	深度学习算法工程师	2	本课程围绕 模型优化器详解：SGD、Adam 与学习率预热调度 展开，系统性讲解 深度学习、PyTorch、Python 等核心技术栈，助力学员胜任 深度学习算法工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	35133	399.00	4.76
230	6	分布式大模型训练：DeepSpeed 与 Megatron-LM 实战	大模型,PyTorch,Linux,高并发	AI系统架构师	3	本课程围绕 分布式大模型训练：DeepSpeed 与 Megatron-LM 实战 展开，系统性讲解 大模型、PyTorch、Linux、高并发 等核心技术栈，助力学员胜任 AI系统架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	32016	199.00	4.89
231	6	OCR 光学字符识别：PaddleOCR 核心实战与模型部署	深度学习,Python,机器学习	CV算法工程师	2	本课程围绕 OCR 光学字符识别：PaddleOCR 核心实战与模型部署 展开，系统性讲解 深度学习、Python、机器学习 等核心技术栈，助力学员胜任 CV算法工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	34030	0.00	4.72
232	6	AI Agent 记忆模块：短期上下文窗口与长期向量归档	大模型,Python,Redis	AI开发工程师	2	本课程围绕 AI Agent 记忆模块：短期上下文窗口与长期向量归档 展开，系统性讲解 大模型、Python、Redis 等核心技术栈，助力学员胜任 AI开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	3833	499.00	4.76
233	6	逻辑回归与支持向量机 SVM 数学推导与手写实现	机器学习,Python	机器学习工程师	1	本课程围绕 逻辑回归与支持向量机 SVM 数学推导与手写实现 展开，系统性讲解 机器学习、Python 等核心技术栈，助力学员胜任 机器学习工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	2510	99.00	4.89
234	6	企业级 AI 中台治理：模型监控、数据漂移与自动化再训练	机器学习,大模型,DevOps	AI架构师	3	本课程围绕 企业级 AI 中台治理：模型监控、数据漂移与自动化再训练 展开，系统性讲解 机器学习、大模型、DevOps 等核心技术栈，助力学员胜任 AI架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	4569	99.00	4.73
235	6	Dify / FastGPT 低代码 AI 知识库与工作流开发指南	大模型,Python,RESTful API	AI应用工程师	1	本课程围绕 Dify / FastGPT 低代码 AI 知识库与工作流开发指南 展开，系统性讲解 大模型、Python、RESTful API 等核心技术栈，助力学员胜任 AI应用工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	18686	199.00	4.94
236	7	Apache Flink 1.18 实时数仓与流批一体架构实战	Java,高并发,系统编程,MySQL	实时数仓架构师	3	本课程围绕 Apache Flink 1.18 实时数仓与流批一体架构实战 展开，系统性讲解 Java、高并发、系统编程、MySQL 等核心技术栈，助力学员胜任 实时数仓架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	15288	399.00	4.92
237	7	Apache Spark 3.x 核心原理与海量数据离线处理	Python,Java,高并发,系统编程	大数据计算专家	3	本课程围绕 Apache Spark 3.x 核心原理与海量数据离线处理 展开，系统性讲解 Python、Java、高并发、系统编程 等核心技术栈，助力学员胜任 大数据计算专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	7782	129.00	4.74
238	7	Python 数据分析三剑客：NumPy、Pandas 与 Matplotlib	Python,数据可视化	数据分析师	1	本课程围绕 Python 数据分析三剑客：NumPy、Pandas 与 Matplotlib 展开，系统性讲解 Python、数据可视化 等核心技术栈，助力学员胜任 数据分析师 岗位要求。	具备基本编程语法基础与计算机网络常识	36567	129.00	4.81
239	7	企业级数仓建模规范：分层架构与维度建模之道	MySQL,Java	数据仓库专家	2	本课程围绕 企业级数仓建模规范：分层架构与维度建模之道 展开，系统性讲解 MySQL、Java 等核心技术栈，助力学员胜任 数据仓库专家 岗位要求。	熟练掌握常用开发语言与数据库操作	8909	99.00	4.88
240	7	Hadoop 3.x 分布式集群架构与 HDFS 底层原理	Java,Linux,系统编程	大数据开发工程师	2	本课程围绕 Hadoop 3.x 分布式集群架构与 HDFS 底层原理 展开，系统性讲解 Java、Linux、系统编程 等核心技术栈，助力学员胜任 大数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	31188	249.00	4.87
241	7	数据湖技术架构：Apache Iceberg 核心与实战	Java,MySQL,系统编程	湖仓一体架构师	3	本课程围绕 数据湖技术架构：Apache Iceberg 核心与实战 展开，系统性讲解 Java、MySQL、系统编程 等核心技术栈，助力学员胜任 湖仓一体架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	21235	0.00	4.78
242	7	Hive SQL 高级调优：数据倾斜解决与底层 MapReduce	MySQL,Java	大数据开发工程师	2	本课程围绕 Hive SQL 高级调优：数据倾斜解决与底层 MapReduce 展开，系统性讲解 MySQL、Java 等核心技术栈，助力学员胜任 大数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	36246	499.00	4.91
243	7	Flink CEP 复杂事件处理与实时风控告警实战	Java,高并发,微服务	流处理开发工程师	3	本课程围绕 Flink CEP 复杂事件处理与实时风控告警实战 展开，系统性讲解 Java、高并发、微服务 等核心技术栈，助力学员胜任 流处理开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	12412	299.00	4.90
